# snapshot_date=2026-08-24
# Scratch ingest universe: B3 IBOV/SMLL equities plus listed futures from instruments.example.csv.
# Same membership as INGEST_UNIVERSE=scratch (IBOV/SMLL LAST filter; futures listed for coverage).
# B3 IBOV/SMLL: one-time snapshot of B3 theoretical portfolio (carteira do dia 24/08/2026).
# Cite B3 theoretical-portfolio methodology; this is not a live index membership feed.
# Futures: hand-authored listed tickers copied from the example seed (WIN/IND/WDO/DOL plus several DI1 maturities).
# Duplicate tickers across baskets are collapsed to one instrument row (ibov over smll).
# US equities, funds, Tesouro, credito, and every DI expiry are out of this file.
instrument_id,asset_class,ticker,isin,cnpj_fundo_classe,title_type,maturity_date,exchange,currency,preferred_provider,universe
,equity,HBOR3,,,,,B3,BRL,b3,smll
,equity,HBSA3,,,,,B3,BRL,b3,smll
,equity,INTB3,,,,,B3,BRL,b3,smll
,equity,MYPK3,,,,,B3,BRL,b3,smll
,equity,RANI3,,,,,B3,BRL,b3,smll
,equity,IRBR3,,,,,B3,BRL,b3,smll
,equity,JHSF3,,,,,B3,BRL,b3,smll
,equity,JSLG3,,,,,B3,BRL,b3,smll
,equity,KEPL3,,,,,B3,BRL,b3,smll
,equity,LAVV3,,,,,B3,BRL,b3,smll
,equity,LOGG3,,,,,B3,BRL,b3,smll
,equity,LWSA3,,,,,B3,BRL,b3,smll
,equity,MDIA3,,,,,B3,BRL,b3,smll
,equity,POMO3,,,,,B3,BRL,b3,smll
,equity,CASH3,,,,,B3,BRL,b3,smll
,equity,LEVE3,,,,,B3,BRL,b3,smll
,equity,MILS3,,,,,B3,BRL,b3,smll
,equity,MDNE3,,,,,B3,BRL,b3,smll
,equity,MOVI3,,,,,B3,BRL,b3,smll
,equity,ORVR3,,,,,B3,BRL,b3,smll
,equity,PGMN3,,,,,B3,BRL,b3,smll
,equity,AUAU3,,,,,B3,BRL,b3,smll
,equity,PLPL3,,,,,B3,BRL,b3,smll
,equity,POSI3,,,,,B3,BRL,b3,smll
,equity,PRNR3,,,,,B3,BRL,b3,smll
,equity,QUAL3,,,,,B3,BRL,b3,smll
,equity,LJQQ3,,,,,B3,BRL,b3,smll
,equity,RAPT4,,,,,B3,BRL,b3,smll
,equity,RCSL4,,,,,B3,BRL,b3,smll
,equity,RIAA3,,,,,B3,BRL,b3,smll
,equity,SAPR11,,,,,B3,BRL,b3,smll
,equity,SMTO3,,,,,B3,BRL,b3,smll
,equity,SEER3,,,,,B3,BRL,b3,smll
,equity,SIMH3,,,,,B3,BRL,b3,smll
,equity,SYNE3,,,,,B3,BRL,b3,smll
,equity,TGMA3,,,,,B3,BRL,b3,smll
,equity,TEND3,,,,,B3,BRL,b3,smll
,equity,TFCO4,,,,,B3,BRL,b3,smll
,equity,TUPY3,,,,,B3,BRL,b3,smll
,equity,UNIP6,,,,,B3,BRL,b3,smll
,equity,VLID3,,,,,B3,BRL,b3,smll
,equity,VTRU3,,,,,B3,BRL,b3,smll
,equity,VULC3,,,,,B3,BRL,b3,smll
,future,WINV26,,,,2026-10-21,B3,BRL,b3,b3_futures
,future,WINZ26,,,,2026-12-16,B3,BRL,b3,b3_futures
,future,INDV26,,,,2026-10-21,B3,BRL,b3,b3_futures
,future,INDZ26,,,,2026-12-16,B3,BRL,b3,b3_futures
,future,WDOU26,,,,2026-09-01,B3,BRL,b3,b3_futures
,future,WDOV26,,,,2026-10-01,B3,BRL,b3,b3_futures
,future,DOLU26,,,,2026-09-01,B3,BRL,b3,b3_futures
,future,DOLV26,,,,2026-10-01,B3,BRL,b3,b3_futures
,future,DI1F27,,,,2027-01-04,B3,BRL,b3,b3_futures
,future,DI1J27,,,,2027-04-01,B3,BRL,b3,b3_futures
,future,DI1N27,,,,2027-07-01,B3,BRL,b3,b3_futures
,future,DI1V27,,,,2027-10-01,B3,BRL,b3,b3_futures
,future,DI1F28,,,,2028-01-03,B3,BRL,b3,b3_futures
,future,DI1F29,,,,2029-01-02,B3,BRL,b3,b3_futures
,future,DI1F31,,,,2031-01-02,B3,BRL,b3,b3_futures
